PATH;/System/Characts/bcpg:entityLists/Ings;;;;;;
TYPE;bcpg:ing;;;;;;
COLUMNS;cm:name;cm:description;bcpg:ingType;bcpg:ingCEECode;bcpg:legalName;bcpg:legalName_fr;bcpg:legalName_en
VALUES;hibiscus sabdariffa (hibiscus sabdariffa) extract;exfoliant, lipolitique;Extrait végétal;;hibiscus sabdariffa (hibiscus sabdariffa) extract;hibiscus sabdariffa (hibiscus sabdariffa) extract;hibiscus sabdariffa (hibiscus sabdariffa) extract
VALUES;hieracium pilosella;drainant;Extrait végétal;;hieracium pilosella;hieracium pilosella;hieracium pilosella
VALUES;hydnocarpus kurzii seed oil;;Huile végétale;;hydnocarpus kurzii seed oil;hydnocarpus kurzii seed oil;hydnocarpus kurzii seed oil
VALUES;hydrogenated castor oil;conditionneur, épaississant;Corps gras;;hydrogenated castor oil;hydrogenated castor oil;hydrogenated castor oil
VALUES;hydrogenated lanoline;conditionneur;Corps gras animal;;hydrogenated lanoline;hydrogenated lanoline;hydrogenated lanoline
VALUES;hydrogenated polydecene;conditionneur, émollient;Polymer;;hydrogenated polydecene;hydrogenated polydecene;hydrogenated polydecene
VALUES;hydrogenated polyisobutene;émollient;Huile minérale;;hydrogenated polyisobutene;hydrogenated polyisobutene;hydrogenated polyisobutene
VALUES;hydrogenated talloweth-60 myristyl glycol;émulsionnant;Tensio-actif;;hydrogenated talloweth-60 myristyl glycol;hydrogenated talloweth-60 myristyl glycol;hydrogenated talloweth-60 myristyl glycol
VALUES;hydrolyzed soy protein;conditionneur, humectant;Actif;;hydrolyzed soy protein;hydrolyzed soy protein;hydrolyzed soy protein
VALUES;hydrolyzed wheat protein;filmogène, conditionneur;Actif;;hydrolyzed wheat protein;hydrolyzed wheat protein;hydrolyzed wheat protein
VALUES;hydroxyethylcellulose;épaississant des phases aqueuses;Gélifiant;;hydroxyethylcellulose;hydroxyethylcellulose;hydroxyethylcellulose
VALUES;hydroxyisohexyl 3-cyclohexene carboxaldehyde;note amandée;Mp parfumée;;hydroxyisohexyl 3-cyclohexene carboxaldehyde;hydroxyisohexyl 3-cyclohexene carboxaldehyde;hydroxyisohexyl 3-cyclohexene carboxaldehyde
VALUES;hydroxypropyl guar hydroxypropyltrimonium chloride;anti-statique, conditionneur;Complexe quaternaire;;hydroxypropyl guar hydroxypropyltrimonium chloride;hydroxypropyl guar hydroxypropyltrimonium chloride;hydroxypropyl guar hydroxypropyltrimonium chloride
VALUES;hypericum perforatum;conditionneur, décontractant;Extrait végétal;;hypericum perforatum;hypericum perforatum;hypericum perforatum
VALUES;imidazolidinyl urea;empécher la prolifération de bactéries et de levures;Conservateur;;imidazolidinyl urea;imidazolidinyl urea;imidazolidinyl urea
VALUES;imidazolidinyl urea;empécher la prolifération de bactéries et de levures;Conservateur;;imidazolidinyl urea;imidazolidinyl urea;imidazolidinyl urea
VALUES;iodopropynyl butylcarbamate;empécher la prolifération de bactéries et de levures;Conservateur;;iodopropynyl butylcarbamate;iodopropynyl butylcarbamate;iodopropynyl butylcarbamate
VALUES;isobutane;propulseur;Gaz propulseur;;isobutane;isobutane;isobutane
VALUES;isobutyl paraben;biocide;Conservateur;;isobutyl paraben;isobutyl paraben;isobutyl paraben
VALUES;isoceteth-20;émulsionnant, solubilisant;Tensio-actif;;isoceteth-20;isoceteth-20;isoceteth-20
VALUES;isocetyl isostearate;conditionneur, émollient;Ester;;isocetyl isostearate;isocetyl isostearate;isocetyl isostearate
VALUES;isocetyl stearate;émollient;Ester gras;;isocetyl stearate;isocetyl stearate;isocetyl stearate
VALUES;isododecane;solvant, composant de la phase grasse;Corps gras;;isododecane;isododecane;isododecane
VALUES;isohexadecane;émollient;Corps gras;;isohexadecane;isohexadecane;isohexadecane
VALUES;isopropyl myristate;liant, conditionneur, émollient, solvant;Ester;;isopropyl myristate;isopropyl myristate;isopropyl myristate
VALUES;isostearyl isostearate;liant, conditionneur, émollient;Ester;;isostearyl isostearate;isostearyl isostearate;isostearyl isostearate
VALUES;isostearyl neopentanoate;émollient;Ester gras;;isostearyl neopentanoate;isostearyl neopentanoate;isostearyl neopentanoate
VALUES;juglans regia (walnut);stimulant, astringeant, tonifiant, exfoliant si en grain/poudre;Extrait végétal;;juglans regia (walnut);juglans regia (walnut);juglans regia (walnut)
VALUES;juniperus oxycedrus;anti-pelliculaire, assainissante;Huile essentielle;;juniperus oxycedrus;juniperus oxycedrus;juniperus oxycedrus
VALUES;kaolin;poudre absorbante, exfoliante et protectrice;Charge;;kaolin;kaolin;kaolin
VALUES;lactamide MEA;conditionneur, moussant;Tensio-actif;;lactamide MEA;lactamide MEA;lactamide MEA
VALUES;lactic acid;acidifiant, exfoliant, humectant;Ajusteur de ph;;lactic acid;lactic acid;lactic acid
VALUES;lactose;conditionneur, humectant;Sucre;;lactose;lactose;lactose
VALUES;laminaria digitata;agent nettoyant, moussant, doux;Tensio-actif;;laminaria digitata;laminaria digitata;laminaria digitata
VALUES;lanolin;stabilisateur d'émulsion, conditionneur, épaississant, émollient, protectrice, relipidant;Corps gras animal;;lanolin;lanolin;lanolin
VALUES;lanolin acid;tensio-actif agent nettoyant;Acide gras;;lanolin acid;lanolin acid;lanolin acid
VALUES;lanolin alcohol;liant, stabilisateur d'émulsion, conditionneur, épaississant;Alcool gras, stérol;;lanolin alcohol;lanolin alcohol;lanolin alcohol
VALUES;lauramidopropyl betaine;anti-statique, conditionneur, nettoyant;Complexe;;lauramidopropyl betaine;lauramidopropyl betaine;lauramidopropyl betaine
VALUES;laureth-10;émulsionnant;Tensio-actif;;laureth-10;laureth-10;laureth-10
VALUES;laureth-16;nettoyant, émulsionnant;Tensio-actif;;laureth-16;laureth-16;laureth-16
VALUES;laureth-2;émulsionnant;Tensio-actif;;laureth-2;laureth-2;laureth-2
VALUES;laureth-25;nettoyant, solubilisant;Tensio-actif;;laureth-25;laureth-25;laureth-25
VALUES;laureth-4;émulsionnant;Tensio-actif;;laureth-4;laureth-4;laureth-4
VALUES;laureth-7;émulsionnant;Tensio-actif;;laureth-7;laureth-7;laureth-7
VALUES;lauric acid;tensio-actif;Acide gras;;lauric acid;lauric acid;lauric acid
VALUES;lauryl alcohol;stabilisant, émollient, co-émulsionnant;Alcool gras;;lauryl alcohol;lauryl alcohol;lauryl alcohol
VALUES;lauryl betaine;anti-statique, conditionneur, nettoayant, moussant;Tensio-actif;;lauryl betaine;lauryl betaine;lauryl betaine
VALUES;lauryl glucoside;nettoyant;Tensio-actif;;lauryl glucoside;lauryl glucoside;lauryl glucoside
VALUES;lavandin oil;apaisant;Huile essentielle;;lavandin oil;lavandin oil;lavandin oil
VALUES;lecithin;émulsionnant;Tensio-actif;;lecithin;lecithin;lecithin
VALUES;leucine;conditionneur;Actif;;leucine;leucine;leucine
VALUES;limonene;note orange;Mp parfumée;;limonene;limonene;limonene
VALUES;linalool;note fleurie légère;Mp parfumée;;linalool;linalool;linalool
VALUES;linalyl acetate;note lavandée;Mp parfumée;;linalyl acetate;linalyl acetate;linalyl acetate
VALUES;linoleic acid;conditionneur, tensio-actif nettoyant;Acide gras;;linoleic acid;linoleic acid;linoleic acid
VALUES;luffa cylindrica;exfoliant en fibre ou en poudre;Extrait végétal;;luffa cylindrica;luffa cylindrica;luffa cylindrica
VALUES;lysine;conditionneur;Actif;;lysine;lysine;lysine
VALUES;magnesium aluminium silicate;gélifier les phases aqueuses, épaissir, augmenter la viscosité;Gélifiant;;magnesium aluminium silicate;magnesium aluminium silicate;magnesium aluminium silicate
VALUES;magnesium carbonate;poudre donnant de l'adhérence au produit, propriété absorbante;Charge;;magnesium carbonate;magnesium carbonate;magnesium carbonate
VALUES;magnesium stearate;poudre aidant à la dispersion des pigments, apporte de l'adhérence à la peau;Charge;;magnesium stearate;magnesium stearate;magnesium stearate
VALUES;magnesium sulfate;support d'actifs;Vecteur d'actif;;magnesium sulfate;magnesium sulfate;magnesium sulfate
VALUES;malic acid;ajusteur de pH;Acide;;malic acid;malic acid;malic acid
VALUES;malpighia glabra (acerola) fruit extract;conditionneur, anti-âge, anti-oxydant;Extrait végétal;;malpighia glabra (acerola) fruit extract;malpighia glabra (acerola) fruit extract;malpighia glabra (acerola) fruit extract
VALUES;maltodextrin;épaississant, absorbant, filmogène;Gélifiant;;maltodextrin;maltodextrin;maltodextrin
VALUES;malva sylvestris extract;apaisant;Extrait végétal;;malva sylvestris extract;malva sylvestris extract;malva sylvestris extract
VALUES;marine collagen;conditionneur, lissant;Actif;;marine collagen;marine collagen;marine collagen
VALUES;menthoxypropanediol;agent rafraîchissant;Alcool;;menthoxypropanediol;menthoxypropanediol;menthoxypropanediol
VALUES;methyl cellulose;gélifier les phases aqueuses, épaissir, augmenter la viscosité;Gélifiant;;methyl cellulose;methyl cellulose;methyl cellulose
VALUES;methyl paraben;empécher la prolifération de bactéries et de levures;Conservateur;;methyl paraben;methyl paraben;methyl paraben
VALUES;methylchloroisothiazolinone;empécher la prolifération de bactéries et de levures;Conservateur;;methylchloroisothiazolinone;methylchloroisothiazolinone;methylchloroisothiazolinone
VALUES;methyldibromo glutaronitrile;biocide;Conservateur;;methyldibromo glutaronitrile;methyldibromo glutaronitrile;methyldibromo glutaronitrile
VALUES;methylisothiazolinone;empécher la prolifération de bactéries et de levures;Conservateur;;methylisothiazolinone;methylisothiazolinone;methylisothiazolinone
VALUES;mica;donne un aspect soyeux, brillant;Colorant;;mica;mica;mica
VALUES;mineral oil;conditionneur, émollient;Huile minérale;;mineral oil;mineral oil;mineral oil
VALUES;mourera fluviatilis;hydratant, réparateur;Extrait végétal;;mourera fluviatilis;mourera fluviatilis;mourera fluviatilis
VALUES;mustela (mink oil);conditionneur, nourrissant, réparateur;Corps gras animal;;mustela (mink oil);mustela (mink oil);mustela (mink oil)
VALUES;myristyl alcohol;stabilisateur, émollient;Alcool gras;;myristyl alcohol;myristyl alcohol;myristyl alcohol
VALUES;neopentylglycol dicaprylate/dicaprate;émollient, épaississant;Ester gras;;neopentylglycol dicaprylate/dicaprate;neopentylglycol dicaprylate/dicaprate;neopentylglycol dicaprylate/dicaprate
VALUES;nitrocellulose;agent de supsension des pigments pour les vernis à ongles;Gélifiant;;nitrocellulose;nitrocellulose;nitrocellulose
VALUES;octoxynol-13;émulsionnant;Tensio-actif;;octoxynol-13;octoxynol-13;octoxynol-13
VALUES;octyl methoxycinnamate;protège le produit fini, ou l peau suivant le dosage;Filtre uv;;octyl methoxycinnamate;octyl methoxycinnamate;octyl methoxycinnamate
VALUES;octyl palmitate;émollient, conditionneur;Ester gras;;octyl palmitate;octyl palmitate;octyl palmitate
VALUES;octyldodecanol;émollient;Alcool gras;;octyldodecanol;octyldodecanol;octyldodecanol
VALUES;octyldodecyl myristate;conditionneur, occlusif;Ester gras;;octyldodecyl myristate;octyldodecyl myristate;octyldodecyl myristate
VALUES;oenothera biennis (evening primrose) oil;conditionneur, anti-âge;Huile végétale;;oenothera biennis (evening primrose) oil;oenothera biennis (evening primrose) oil;oenothera biennis (evening primrose) oil
VALUES;olea europaea (olive) fruit oil;conditionneur, adoucissante, nourrissante, régénérante, anti-âge;Huile végétale;;olea europaea (olive) fruit oil;olea europaea (olive) fruit oil;olea europaea (olive) fruit oil
VALUES;olea europaea leaf extract;régénérant, apaisant;Extrait végétal;;olea europaea leaf extract;olea europaea leaf extract;olea europaea leaf extract
VALUES;oleth-10;émulsionnant;Tensio-actif;;oleth-10;oleth-10;oleth-10
VALUES;oleth-20;nettoyant, émulsionnant, solubilisant;Tensio-actif;;oleth-20;oleth-20;oleth-20
VALUES;oleth-5;émulsionnant;Tensio-actif;;oleth-5;oleth-5;oleth-5
VALUES;olivoyl hydrolyzed wheat protein;agent nettoyant, moussant, doux;Tensio-actif;;olivoyl hydrolyzed wheat protein;olivoyl hydrolyzed wheat protein;olivoyl hydrolyzed wheat protein
VALUES;oryza sativa (rice) extract;conditionneur;Extrait végétal;;oryza sativa (rice) extract;oryza sativa (rice) extract;oryza sativa (rice) extract
VALUES;oyster shell extract;;Actif;;oyster shell extract;oyster shell extract;oyster shell extract
VALUES;ozokerite;liant, épaississant, stabilisant;Cire minérale;;ozokerite;ozokerite;ozokerite
VALUES;palm acid;émulsionnant, opacifiant, nettoyant;Tensio-actif;;palm acid;palm acid;palm acid
VALUES;palmitic acid;émulsionnant, opacifiant;Acide gras;;palmitic acid;palmitic acid;palmitic acid
VALUES;panax ginseng root extract;conditionneur, tonifiant;Extrait végétal;;panax ginseng root extract;panax ginseng root extract;panax ginseng root extract
VALUES;panthenol;conditionneur, apaisant;Actif;;panthenol;panthenol;panthenol
VALUES;paraffinum liquidum;émolliente, protectrice;Huile minérale;;paraffinum liquidum;paraffinum liquidum;paraffinum liquidum
VALUES;parfum (fragrance);argument supplémentaire de vente et d'offre de plaisir pour la cliente;Parfum;;parfum (fragrance);parfum (fragrance);parfum (fragrance)
VALUES;passiflora incarnata;astringent;Extrait végétal;;passiflora incarnata;passiflora incarnata;passiflora incarnata
VALUES;PCA;humectant;Actif;;PCA;PCA;PCA
VALUES;pearl powder;apporter de l'éclat, renvoyer la lumière;Additif;;pearl powder;pearl powder;pearl powder
VALUES;PEG-100 stearate;nettoyant;Tensio-actif;;PEG-100 stearate;PEG-100 stearate;PEG-100 stearate
VALUES;PEG-12;humectant, solvant;Complexe;;PEG-12;PEG-12;PEG-12
VALUES;PEG-120 methyl glucose;épaississant pour les tensio-actif (bases lavantes);Complexe;;PEG-120 methyl glucose;PEG-120 methyl glucose;PEG-120 methyl glucose
VALUES;PEG-150 distearate;nettoyant, solubilisant;Tensio-actif;;PEG-150 distearate;PEG-150 distearate;PEG-150 distearate
VALUES;PEG-150 pentaerythrityl tetrastearate;viscosant;Ester;;PEG-150 pentaerythrityl tetrastearate;PEG-150 pentaerythrityl tetrastearate;PEG-150 pentaerythrityl tetrastearate
VALUES;PEG-16 macadamia glycerides;émollient, émulsionnant;Tensio-actif;;PEG-16 macadamia glycerides;PEG-16 macadamia glycerides;PEG-16 macadamia glycerides
VALUES;PEG-18 glyceryl oleate/cocoate;émulsionnant, émollient;Tensio-actif;;PEG-18 glyceryl oleate/cocoate;PEG-18 glyceryl oleate/cocoate;PEG-18 glyceryl oleate/cocoate
VALUES;PEG-20 methyl glucose sesquistearate;émulsionnant, émollient;Tensio-actif;;PEG-20 methyl glucose sesquistearate;PEG-20 methyl glucose sesquistearate;PEG-20 methyl glucose sesquistearate
VALUES;PEG-4;humectant, solvant;Polymer;;PEG-4;PEG-4;PEG-4
VALUES;PEG-4 dilaurate;émulsionnant;Tensio-actif;;PEG-4 dilaurate;PEG-4 dilaurate;PEG-4 dilaurate
VALUES;PEG-4 laurate;émulsionnant;Tensio-actif;;PEG-4 laurate;PEG-4 laurate;PEG-4 laurate
VALUES;PEG-4 rapeseedamide;épaississant, émulsionnant;Tensio-actif;;PEG-4 rapeseedamide;PEG-4 rapeseedamide;PEG-4 rapeseedamide
VALUES;PEG-40 hydrogenated lanolin;conditionneur, tensio-actif émulsionnant;Produits éthoxylés;;PEG-40 hydrogenated lanolin;PEG-40 hydrogenated lanolin;PEG-40 hydrogenated lanolin
VALUES;PEG-40 stearate;nettoyant, solubilisant;Tensio-actif;;PEG-40 stearate;PEG-40 stearate;PEG-40 stearate
VALUES;PEG-45 palm kernel glycerides;émollient, émulsionnant;Corps gras;;PEG-45 palm kernel glycerides;PEG-45 palm kernel glycerides;PEG-45 palm kernel glycerides
VALUES;PEG-7;humectant, solvant;Polymer;;PEG-7;PEG-7;PEG-7
VALUES;PEG-7 glyceryl cocoate;émulsionnant, émollient;Tensio-actif;;PEG-7 glyceryl cocoate;PEG-7 glyceryl cocoate;PEG-7 glyceryl cocoate
VALUES;PEG-75 stearate;nettoyant;Tensio-actif;;PEG-75 stearate;PEG-75 stearate;PEG-75 stearate
VALUES;PEG-8;humectant, solvant;Complexe;;PEG-8;PEG-8;PEG-8
VALUES;PEG-80 glyceryl cocoate;nettoyant, solubilisant;Tensio-actif;;PEG-80 glyceryl cocoate;PEG-80 glyceryl cocoate;PEG-80 glyceryl cocoate
VALUES;pentaerythrityl tetraoctanoate;occlusif;Ester gras;;pentaerythrityl tetraoctanoate;pentaerythrityl tetraoctanoate;pentaerythrityl tetraoctanoate
VALUES;pentasodium pentetate;neutraliser les ions complexes de l'eau, en particulier le calcaire;Chélatant;;pentasodium pentetate;pentasodium pentetate;pentasodium pentetate
VALUES;persea gratissima (avocado) oil;conditionneur, réparateur;Huile végétale;;persea gratissima (avocado) oil;persea gratissima (avocado) oil;persea gratissima (avocado) oil
VALUES;petrolatum;conditionneur, épaississant, protecteur;Cire minérale;;petrolatum;petrolatum;petrolatum
VALUES;phenoxyethanol;solvant pour d'autres conservateurs;Conservateur, mp parfum;;phenoxyethanol;phenoxyethanol;phenoxyethanol
VALUES;phenyl trimethicone;anti-moussant, occlusif, protecteur;Silicone;;phenyl trimethicone;phenyl trimethicone;phenyl trimethicone
VALUES;phenylethyl alcool;note fleurie rosée, miellée;Mp parfumée;;phenylethyl alcool;phenylethyl alcool;phenylethyl alcool
VALUES;phospholipids;conditionneur;Corps gras;;phospholipids;phospholipids;phospholipids
VALUES;pinus palustris (pine) oil;stimulant;Huile essentielle;;pinus palustris (pine) oil;pinus palustris (pine) oil;pinus palustris (pine) oil
VALUES;piroctone olamine;anti-pelliculaire;Actif;;piroctone olamine;piroctone olamine;piroctone olamine
VALUES;pisum sativum;conditionneur, protecteur;Extrait végétal;;pisum sativum;pisum sativum;pisum sativum
VALUES;pogostemon cablin (patchouly) oil;stimulante, purifiante;Huile essentielle;;pogostemon cablin (patchouly) oil;pogostemon cablin (patchouly) oil;pogostemon cablin (patchouly) oil
VALUES;poloxamer 407;émulsionnant, solubilisant;Tensio-actif;;poloxamer 407;poloxamer 407;poloxamer 407
VALUES;polyacrylamide;filmogène, fixateur;Polymer;;polyacrylamide;polyacrylamide;polyacrylamide
VALUES;polycaprolactone;agent de supsension;Polymer;;polycaprolactone;polycaprolactone;polycaprolactone
VALUES;polyethylene;exfoliant;Polymer;;polyethylene;polyethylene;polyethylene
VALUES;polyperfluoromethylisopropyl ether;conditionneur, occlusif;Ether;;polyperfluoromethylisopropyl ether;polyperfluoromethylisopropyl ether;polyperfluoromethylisopropyl ether
VALUES;polyquaternium-10;conditionneur;Complexe quaternaire;;polyquaternium-10;polyquaternium-10;polyquaternium-10
VALUES;polyquaternium-7;conditionneur;Complexe quaternaire;;polyquaternium-7;polyquaternium-7;polyquaternium-7
VALUES;polysorbate 20;solubilisant, co-émulsionnant;Tensio-actif;;polysorbate 20;polysorbate 20;polysorbate 20
VALUES;polysorbate 40;nettoyant, émulsionant, solubilisant;Tensio-actif;;polysorbate 40;polysorbate 40;polysorbate 40
VALUES;polysorbate 60;nettoyant, émulsionant, solubilisant;Tensio-actif;;polysorbate 60;polysorbate 60;polysorbate 60
VALUES;polysorbate 80;émulsionnant, solubilisant;Tensio-actif;;polysorbate 80;polysorbate 80;polysorbate 80
VALUES;polysorbate 85;émulsionnant, dispersant;Tensio-actif;;polysorbate 85;polysorbate 85;polysorbate 85
VALUES;potassium cetyl phosphate;émulsionnant;Tensio-actif;;potassium cetyl phosphate;potassium cetyl phosphate;potassium cetyl phosphate
VALUES;potassium salicylate;empécher la prolifération de bactéries et de levures;Conservateur;;potassium salicylate;potassium salicylate;potassium salicylate
VALUES;potassium undecylenoyl hydrolyzed soy protein;stabilisateur, conditionneur;Dérivé protéiné;;potassium undecylenoyl hydrolyzed soy protein;potassium undecylenoyl hydrolyzed soy protein;potassium undecylenoyl hydrolyzed soy protein
VALUES;PPG-15 stearyl ether;émollient;Ether;;PPG-15 stearyl ether;PPG-15 stearyl ether;PPG-15 stearyl ether
VALUES;PPG-26 buteth-26;solubilisant;Tensio-actif;;PPG-26 buteth-26;PPG-26 buteth-26;PPG-26 buteth-26
VALUES;PPG-5;émulsionnant;Tensio-actif;;PPG-5;PPG-5;PPG-5
VALUES;PPG-9;conditionneur;Complexe;;PPG-9;PPG-9;PPG-9
VALUES;propyl gallate;ralentir l'oxydation des corps gras et protéger les actifs sensibles à la lumière et/ou à l'oxygène et/ou à la chaleur;Anti-oxydant;;propyl gallate;propyl gallate;propyl gallate
VALUES;propyl paraben;empécher la prolifération de bactéries et de levures;Conservateur;;propyl paraben;propyl paraben;propyl paraben
VALUES;propylene glycol;contribue à l'hydratation de la peau, solvant pour des extraits végétaux ou des poudres;Humectant, solvant;;propylene glycol;propylene glycol;propylene glycol
VALUES;propylene glycol dicapylate/dicaprate;occlusif;Ester gras;;propylene glycol dicapylate/dicaprate;propylene glycol dicapylate/dicaprate;propylene glycol dicapylate/dicaprate
VALUES;prunus amygdalus dulcis (sweet almond) oil;conditionneur, relipidant, adoucissant;Huile végétale;;prunus amygdalus dulcis (sweet almond) oil;prunus amygdalus dulcis (sweet almond) oil;prunus amygdalus dulcis (sweet almond) oil
VALUES;prunus armeniaca;adoucissant, tonifiant;Extrait végétal;;prunus armeniaca;prunus armeniaca;prunus armeniaca
VALUES;prunus armeniaca (apricot) seed powder;exfoliant;Extrait végétal;;prunus armeniaca (apricot) seed powder;prunus armeniaca (apricot) seed powder;prunus armeniaca (apricot) seed powder
VALUES;prunus persica;adoucissant, tonifiant;Extrait végétal;;prunus persica;prunus persica;prunus persica
VALUES;PTFE-20;solvent, volumisant, modificateur de viscosité;Polymer;;PTFE-20;PTFE-20;PTFE-20
VALUES;PVP/dimethylaminoethyl methacrylate copolymer;coffant, fixateur;Polymer;;PVP/dimethylaminoethyl methacrylate copolymer;PVP/dimethylaminoethyl methacrylate copolymer;PVP/dimethylaminoethyl methacrylate copolymer
VALUES;pyrus malus extract;apporte de la brillance, de l'éclat;Extrait végétal;;pyrus malus extract;pyrus malus extract;pyrus malus extract
VALUES;quaternium-18 hectorite;agent de supsension;Complexe;;quaternium-18 hectorite;quaternium-18 hectorite;quaternium-18 hectorite
VALUES;retinyl palmitate;conditionneur, anti-oxydant;Actif;;retinyl palmitate;retinyl palmitate;retinyl palmitate
VALUES;ribes nigrum seed oil;anti-radicalaire, émollient;Huile végétale;;ribes nigrum seed oil;ribes nigrum seed oil;ribes nigrum seed oil
VALUES;ricinus communis (castor oil);outil technique départ de synthèse, soin des cheveux type afro;Huile végétale;;ricinus communis (castor oil);ricinus communis (castor oil);ricinus communis (castor oil)
VALUES;rosa canina (dog rose hips) fruit oil;conditionneur, réparateur;Huile végétale;;rosa canina (dog rose hips) fruit oil;rosa canina (dog rose hips) fruit oil;rosa canina (dog rose hips) fruit oil
VALUES;rosa moschata seed oil;régénératrice, réparatrice, assouplissante;Huile végétale;;rosa moschata seed oil;rosa moschata seed oil;rosa moschata seed oil
VALUES;rosemary oil;tonifiant, relaxant;Huile essentielle;;rosemary oil;rosemary oil;rosemary oil
VALUES;saccharum officinarum;humectant, exfoliant si en grain;Extrait végétal;;saccharum officinarum;saccharum officinarum;saccharum officinarum
VALUES;salicylic acid;purifiant, exfoliant, anti-acné, anti-pelliculaire;Actif;;salicylic acid;salicylic acid;salicylic acid
VALUES;SD alcohol 39-C;alcool éthylique dénaturé, solvant, fluidifiant, conservateur;Alcool;;SD alcohol 39-C;SD alcohol 39-C;SD alcohol 39-C
VALUES;sea silt extract;riche en minéraux et oligo-éléments;Actif;;sea silt extract;sea silt extract;sea silt extract
VALUES;secale cereale (rye) seed extract;conditionneur, reconstituant;Extrait végétal;;secale cereale (rye) seed extract;secale cereale (rye) seed extract;secale cereale (rye) seed extract
VALUES;serenoa serrulata;ralentit la sécrétion de sébum, apport en AGE;Extrait végétal;;serenoa serrulata;serenoa serrulata;serenoa serrulata
VALUES;serica (silk);conditionneur, favorise l'hydratation;Actif;;serica (silk);serica (silk);serica (silk)
VALUES;serine;conditionneur;Actif;;serine;serine;serine
VALUES;sesamum indicum (sesame) seed oil;occlusive, protectrice, émolliente;Huile végétale;;sesamum indicum (sesame) seed oil;sesamum indicum (sesame) seed oil;sesamum indicum (sesame) seed oil
VALUES;shorea robusta;nourrissant, adoucissant;Extrait végétal;;shorea robusta;shorea robusta;shorea robusta
VALUES;siberian spruce oil;tonifiant;Huile essentielle;;siberian spruce oil;siberian spruce oil;siberian spruce oil
VALUES;silica;exfoliant, absorbant, opacifiant;Charge;;silica;silica;silica
VALUES;simmondsia chinensis (jojoba) seed oil;régénérant, réparateur, conditionneur;Huile végétale;;simmondsia chinensis (jojoba) seed oil;simmondsia chinensis (jojoba) seed oil;simmondsia chinensis (jojoba) seed oil
VALUES;sodium acrylate/acryloyldimethyl taurate copolymer;stabilisant, opacifiant, épaississant;Polymer;;sodium acrylate/acryloyldimethyl taurate copolymer;sodium acrylate/acryloyldimethyl taurate copolymer;sodium acrylate/acryloyldimethyl taurate copolymer
VALUES;sodium beeswax;émulsionnant;Tensio-actif;;sodium beeswax;sodium beeswax;sodium beeswax
VALUES;sodium benzoate;biocide;Conservateur, mp parfumée;;sodium benzoate;sodium benzoate;sodium benzoate
VALUES;sodium cetearyl sulfate;nettoyant;Tensio-actif;;sodium cetearyl sulfate;sodium cetearyl sulfate;sodium cetearyl sulfate
VALUES;sodium chloride;épaississant pour les bases lavantes;Sel;;sodium chloride;sodium chloride;sodium chloride
VALUES;sodium cocoate;nettoyant, émulsionnant;Savon;;sodium cocoate;sodium cocoate;sodium cocoate
VALUES;sodium cocoyl glutamate;nettoyant;Tensio-actif;;sodium cocoyl glutamate;sodium cocoyl glutamate;sodium cocoyl glutamate
VALUES;sodium cocoyl isethionate;nettoyant;Tensio-actif;;sodium cocoyl isethionate;sodium cocoyl isethionate;sodium cocoyl isethionate
VALUES;sodium hyaluronate;hydratant;Actif;;sodium hyaluronate;sodium hyaluronate;sodium hyaluronate
VALUES;sodium hydroxide;permet de rendre le pH d'un produit moins acide ou plus basique;Ajusteur de ph;;sodium hydroxide;sodium hydroxide;sodium hydroxide
VALUES;sodium isethionate;co-nettoyant, stabilisateur, adoucissant;Tensio-actif;;sodium isethionate;sodium isethionate;sodium isethionate
VALUES;sodium laureth sulfate;agent nettoyant, moussant;Tensio-actif;;sodium laureth sulfate;sodium laureth sulfate;sodium laureth sulfate
VALUES;sodium laureth sulfate (and) cocamidopropyl betain;nettoyant, moussant;Tensio-actif;;sodium laureth sulfate (and) cocamidopropyl betain;sodium laureth sulfate (and) cocamidopropyl betain;sodium laureth sulfate (and) cocamidopropyl betain
VALUES;sodium laureth sulfate (and) sodium laureth sulfos;nettoyant, moussant, viscosant;Tensio-actif;;sodium laureth sulfate (and) sodium laureth sulfos;sodium laureth sulfate (and) sodium laureth sulfos;sodium laureth sulfate (and) sodium laureth sulfos
VALUES;sodium laureth-40 sulfate;nettoyant;Tensio-actif;;sodium laureth-40 sulfate;sodium laureth-40 sulfate;sodium laureth-40 sulfate
VALUES;sodium lauroyl oat amino acids;nettoyant, moussant;Tensio-actif;;sodium lauroyl oat amino acids;sodium lauroyl oat amino acids;sodium lauroyl oat amino acids
VALUES;sodium lauroyl sarcosinate;nettoyant, conditionneur;Tensio-actif;;sodium lauroyl sarcosinate;sodium lauroyl sarcosinate;sodium lauroyl sarcosinate
VALUES;sodium lauryl sulfate;nettoyant, moussant;Tensio-actif;;sodium lauryl sulfate;sodium lauryl sulfate;sodium lauryl sulfate
VALUES;sodium methylparaben;empécher la prolifération de bactéries et de levures;Conservateur;;sodium methylparaben;sodium methylparaben;sodium methylparaben
VALUES;sodium palm kernelate;nettoyant, émulsionnant;Savon;;sodium palm kernelate;sodium palm kernelate;sodium palm kernelate
VALUES;sodium PCA;humectant;Sel;;sodium PCA;sodium PCA;sodium PCA
VALUES;sodium phosphate;tampon;Ajusteur de ph;;sodium phosphate;sodium phosphate;sodium phosphate
